DEBUG,DEBUG,0,visualization,true,1,1632487858943,Chrome,93.0.4577.82,macOS,1632487861529
DEBUG,DEBUG,0,visualization,true,1,1632487858943,Chrome,93.0.4577.82,macOS,1632487861529,1632487865432
DEBUG,DEBUG,0,visualization,true,1,1632487858943,Chrome,93.0.4577.82,macOS,1632487861529,1632487865432,1632487867608
